company,allvitr_score,recommendation,rationale,official_name,orgnr,official_name_confidence,official_name_reasoning
lister24.no,287.11,Reach out now,"payroll setup first employee (n/a) – (impact direction: 1) Demand for payroll automation (A-melding) as companies streamline HR processes.; vat registration mva (n/a) – (impact direction: 1) VAT/MVA registration and filings becoming critical for businesses expanding into new markets.; peppol ehf enablement (n/a) – (impact direction: 1) Growing interest in invoicing/EHF (Peppol) solutions as businesses seek compliance with digital invoicing regulations.; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting and payroll services indicating a shift towards modern solutions.; bank integration setup (n/a) – (impact direction: 1) Increased bank integrations and payment automation needs as businesses seek efficiency in financial operations.; outsourcing accounting (n/a) – (impact direction: 1) Signals of companies looking for an accountant suggest a transition from legacy tools like Fiken and Visma eAccounting.; layoffs downsizing (n/a) – (impact direction: -1) Negative risk events, including layoffs and regulatory actions, prompting businesses to seek more reliable accounting solutions.; ecommerce launch migration (n/a) – (impact direction: 1) Increased demand for accounting software due to rising e-commerce launches requiring integrations and bookkeeping support.",NO PAIN NO GAIN AS,917070970,0.96,Brreg match (score=3.2). Valid orgnr.
deichman.no,283.52,Reach out now,"switch accounting software (n/a) – (impact direction: 1) Notable switch intent from legacy tools like Fiken, Tripletex, and Visma eAccounting; vat registration mva (n/a) – (impact direction: 1) VAT/MVA registration and filings becoming critical for new e-commerce businesses; payroll setup first employee (n/a) – (impact direction: 1) Growing need for payroll automation (A-melding) as companies seek efficiency; peppol ehf enablement (n/a) – (impact direction: 1) Rise in invoicing/EHF (Peppol) adoption among businesses transitioning from legacy systems; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting, payroll, and e-invoicing services on the rise; ecommerce launch migration (n/a) – (impact direction: 1) E-commerce launches/migrations indicating higher bookkeeping loads and integration needs; hiring surge (n/a) – (impact direction: -1) Negative risk events such as layoffs and regulatory actions prompting software upgrades",DEICHMAN EIENDOM AS,980838420,0.96,Brreg match (score=5.6). Valid orgnr.
oslobors.no,279.13,Reach out now,"new company registration (n/a) – (impact direction: 1) Increased demand for accounting software due to recent company listings on Euronext Oslo Børs; switch accounting software (n/a) – (impact direction: 1) Potential switch intent from legacy tools (e.g., Visma eAccounting, Fiken) as businesses scale; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting and payroll services likely as new companies enter the market; outsourcing accounting (n/a) – (impact direction: 1) Companies may be 'looking for an accountant' to manage increased financial complexity post-listing; regulatory action tax (n/a) – (impact direction: 1) Regulatory oversight by Finanstilsynet may drive demand for compliant accounting solutions; ecommerce launch migration (n/a) – (impact direction: 1) E-commerce launches and migrations signal a need for integrated accounting and invoicing solutions",4SERVICE FACILITY AS 7910 OSLO BØRS KANTINE,828808192,0.96,Brreg match (score=3.9). Valid orgnr.
bergen.kommune.no,252.71,Reach out now,payroll setup first employee (n/a) – (impact direction: 1) Growing need for payroll solutions (A-melding) as local governments expand workforce; vat registration mva (n/a) – (impact direction: 1) VAT/MVA registration and filings becoming critical with new regulatory requirements; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting and payroll solutions emerging from local government entities; bank integration setup (n/a) – (impact direction: 1) Demand for bank integrations and payment automation as municipalities seek efficiency; outsourcing accounting (n/a) – (impact direction: 1) Signals of 'looking for an accountant' from municipalities facing staffing shortages; ecommerce launch migration (n/a) – (impact direction: 1) Increased demand for accounting software due to ongoing digital transformation in public sector organizations; cost cutting (n/a) – (impact direction: -1) Negative risk events: potential layoffs in public sector accounting departments due to budget cuts; year end closing (n/a) – (impact direction: 0) Year-end close processes under scrutiny due to budgetary constraints,BERGEN HUNDEBARNEHAGE & BERGEN HUNDEFRISØR AS,932797895,0.96,Brreg match (score=5.6). Valid orgnr.
Aker,243.24,Reach out now,new company registration (Norway) – (impact direction: 1) Increased demand for accounting software due to ongoing business expansions and new ventures in Norway; switch accounting software (n/a) – (impact direction: 1) Potential switch intent from legacy tools as businesses seek more integrated solutions for invoicing and payroll; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting and payroll services are likely as companies scale operations; outsourcing accounting (n/a) – (impact direction: 1) Signals of companies looking for an accountant as they expand or restructure; ecommerce launch migration (n/a) – (impact direction: 1) E-commerce launches and migrations suggest a growing need for automated payment processing and bookkeeping support,AKER SOLUTIONS AS,929877950,0.96,Brreg match (score=5.95). Valid orgnr.
shipping,243.24,Reach out now,"vat registration mva (n/a) – (impact direction: 1) VAT/MVA registration and filings will be critical for shipping companies adapting to new environmental standards.; payroll setup first employee (n/a) – (impact direction: 1) Companies in the shipping sector are likely to seek payroll solutions (A-melding) to manage workforce changes due to regulatory impacts.; peppol ehf enablement (n/a) – (impact direction: 1) E-invoicing (EHF/Peppol) integration required for compliance with new regulations, indicating a shift towards automated invoicing solutions.; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting and payroll services are expected as companies seek to upgrade from legacy systems like Fiken and Visma eAccounting.; ecommerce launch migration (n/a) – (impact direction: 1) E-commerce launches in the shipping industry imply increased bookkeeping needs and demand for integrated accounting solutions.",ARTHUR SHIPPING,929585909,0.96,Brreg match (score=4.25). Valid orgnr.
Strömstad kommune,236.51,Reach out now,"switch accounting software (n/a) – (impact direction: 1) Companies reporting switch intent from legacy tools like Visma eAccounting and Fiken to modern SaaS solutions; vat registration mva (n/a) – (impact direction: 1) Rise in inquiries for VAT/MVA registration and filings as businesses expand; tender accounting services (n/a) – (impact direction: 1) Strömstad kommune exploring tenders for accounting and payroll services; bank integration setup (n/a) – (impact direction: 1) Growing interest in payment automation and bank integrations among local SMEs; outsourcing accounting (n/a) – (impact direction: 1) Local firms seeking accountants, indicating demand for bookkeeping services; layoffs downsizing (n/a) – (impact direction: -1) Negative signals: local layoffs reported, raising concerns about financial management needs; ecommerce launch migration (n/a) – (impact direction: 1) Local businesses migrating to e-commerce platforms, increasing need for integrated accounting solutions",KOMPANIET STRÖMSTAD AB,987406968,0.96,Brreg match (score=4.8). Valid orgnr.
Vinmonopolet,215.33,Reach out now,"switch accounting software (n/a) – (impact direction: 1) Companies transitioning from legacy tools (e.g., Fiken, Tripletex) to meet compliance may indicate switch intent; vat registration mva (n/a) – (impact direction: 1) Norwegian companies must be VAT-registered to sell alcohol; peppol ehf enablement (n/a) – (impact direction: 1) Vinmonopolet requires EDI XML communication for all grossists; tender accounting services (n/a) – (impact direction: 1) Tenders for accounting and payroll services may arise as new grossists enter the market",VINMONOPOLET AS BUTIKK BRATTVÅG,993149535,0.96,Brreg match (score=5.6). Valid orgnr.
Statnett,212.34,Reach out now,new company registration (n/a) – (impact direction: 1) Increased demand for accounting software due to Statnett's investment in digitalization and new projects; tender accounting services (n/a) – (impact direction: 1) upcoming tenders for accounting and payroll services; outsourcing accounting (n/a) – (impact direction: 1) Potential need for invoicing and payroll solutions as Statnett plans to distribute 5.9 billion NOK to 55 grid companies; ecommerce launch migration (n/a) – (impact direction: 1) E-commerce integrations may arise from increased investments and operational changes; year end closing (n/a) – (impact direction: 1) Statnett's significant revenue increase (970 million NOK) suggests a growing financial complexity requiring robust accounting systems,STATNETT FORSIKRING AS,979870140,0.96,Brreg match (score=5.6). Valid orgnr.
GOGL,211.34,Reach out now,new company registration (n/a) – (impact direction: 1) Increased demand for accounting software due to ongoing mergers and acquisitions in the maritime industry; vat registration mva (n/a) – (impact direction: 1) Regulatory compliance needs for VAT/MVA registration and filings may increase due to changes in corporate structure; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting and payroll services likely to arise from the merger; bank integration setup (n/a) – (impact direction: 1) Bank integrations and payment automation will be critical for efficient financial management post-merger,GOGLIO S.P.A. O IN FORMA ESTESA GOGLIO LUIGI MILANO S.P.A.,823062842,0.96,Brreg match (score=3.2). Valid orgnr.
barnehager,199.38,Reach out now,"switch accounting software (n/a) – (impact direction: 1) Potential migrations from legacy accounting tools as barnehager adapt to new financial regulations and market pressures.; peppol ehf enablement (n/a) – (impact direction: 1) Increased interest in e-invoicing solutions (EHF/Peppol) as barnehager look to modernize their financial processes.; tender accounting services (n/a) – (impact direction: 1) Tenders and RFPs for accounting and payroll services are likely as barnehager seek to streamline operations.; outsourcing accounting (n/a) – (impact direction: 1) Reports of barnehager facing significant financial challenges, suggesting a need for improved invoicing and payroll solutions.; outsourcing accounting (n/a) – (impact direction: 1) Increased scrutiny on barnehage costs, indicating potential demand for accounting software to manage finances.; layoffs downsizing (n/a) – (impact direction: -1) Layoffs and financial instability in the sector could lead to a search for more efficient accounting solutions.",BARNEHAGER ADMINISTRASJON,990734712,0.96,Brreg match (score=5.25). Valid orgnr.
Akademikerne,195.39,Reach out now,switch accounting software (n/a) – (impact direction: 1) Companies expressing looking for an accountant signals may indicate a shift from legacy tools like Fiken and Tripletex to more robust SaaS solutions; vat registration mva (n/a) – (impact direction: 1) Regulatory changes and tax actions could drive demand for VAT/MVA registration and filings; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting and payroll services may arise as organizations look to streamline operations during economic uncertainty; ecommerce launch migration (n/a) – (impact direction: 1) E-commerce launches and migrations signal a need for integrated accounting solutions to manage increased bookkeeping loads,AKADEMIKERNE PLUSS AS,921275935,0.96,Brreg match (score=5.6). Valid orgnr.
Lånekassen,186.92,Reach out now,"switch accounting software (n/a) – (impact direction: 1) Users may switch from legacy tools (e.g., Fiken, Tripletex) to modern solutions for better payment automation and tracking.; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting and payroll services likely to arise as organizations seek efficient solutions.; outsourcing accounting (n/a) – (impact direction: 1) Signals of businesses looking for accountants may indicate a rise in demand for comprehensive accounting software.; ecommerce launch migration (n/a) – (impact direction: 1) E-commerce growth leading to increased bookkeeping needs, necessitating robust accounting software integrations.",LÅNEKASSEN TRONDHEIM BEDRIFTSIDRETTSLAG,935826764,0.96,Brreg match (score=5.7). Valid orgnr.
idrettsforbundet.no,183.43,Reach out now,"switch accounting software (n/a) – (impact direction: 1) Potential switch from legacy tools (e.g., Fiken, Tripletex) to modern accounting solutions for compliance; tender accounting services (n/a) – (impact direction: 1) Increased demand for accounting software to manage invoicing and compliance with new regulations; bank integration setup (n/a) – (impact direction: 1) Need for efficient payment automation and bank integrations to handle membership and training fee collections; ecommerce launch migration (n/a) – (impact direction: 1) Signals for e-invoicing solutions as clubs adapt to new invoicing requirements",ISS FACILITY SERVICES AS AVD 471120 NORGES IDRETTSFORBUND,996116441,0.96,Brreg match (score=3.55). Valid orgnr.
sognavis.no,179.44,Reach out now,switch accounting software (n/a) – (impact direction: 1) Potential switch intent from legacy tools as businesses seek more efficient accounting solutions; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting and payroll services may arise as local businesses expand; outsourcing accounting (n/a) – (impact direction: 1) Signals of businesses looking for accountants could indicate a shift towards professional accounting services; ecommerce launch migration (Sogndal) – (impact direction: 1) E-commerce growth in the region may lead to increased bookkeeping load and necessitate integrations with accounting software,AS AURA AVIS,932507749,0.96,Brreg match (score=3.2). Valid orgnr.
DNB,179.44,Reach out now,switch accounting software (n/a) – (impact direction: 1) Potential customer migration from legacy accounting tools; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting and payroll services may arise; outsourcing accounting (n/a) – (impact direction: 1) Signals of businesses looking for an accountant may increase; ecommerce launch migration (n/a) – (impact direction: 1) E-commerce launches and migrations signal a need for integrated accounting solutions,DNB NÆRINGSEIENDOM AS,936237592,0.96,Brreg match (score=5.6). Valid orgnr.
NVE,177.45,Reach out now,"switch accounting software (n/a) – (impact direction: 1) Companies involved may seek to switch from legacy tools to more efficient SaaS solutions for better integration and automation; vat registration mva (n/a) – (impact direction: 1) Regulatory compliance and reporting needs could drive demand for VAT/MVA registration and filings; tender accounting services (n/a) – (impact direction: 1) Potential for tenders/RFPs related to accounting and payroll services as collaborations expand; year end closing (n/a) – (impact direction: 1) Increased project activity may lead to higher bookkeeping loads, necessitating time tracking and invoicing solutions",NVE B.I.L.,918822267,0.96,Brreg match (score=5.25). Valid orgnr.
Xeneta,165.25,Reach out now,"vat registration mva (n/a) – (impact direction: 1) Regulatory changes in tax compliance could drive demand for VAT/MVA registration and filing software; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting and payroll services indicate a shift towards modern solutions over legacy tools; outsourcing accounting (n/a) – (impact direction: 1) Explicit signals of companies looking for an accountant suggest a transition from spreadsheets to automated solutions; hiring surge (n/a) – (impact direction: 1) Companies hiring finance roles (e.g., CFO, Finance Manager) suggest a focus on financial management and potential software adoption",XENETA EXPANSION AS,918702938,0.96,Brreg match (score=5.25). Valid orgnr.
Eduplaytion,163.23,Reach out now,switch accounting software (n/a) – (impact direction: 1) Company restructuring may lead to switch intent from legacy tools or spreadsheets for better financial oversight; vat registration mva (n/a) – (impact direction: 1) Plans to explore opportunities outside Norway may necessitate VAT/MVA registration and filings; ecommerce launch migration (n/a) – (impact direction: 1) Potential for integration with e-commerce platforms as Eduplaytion aims to reach more students; year end closing (n/a) – (impact direction: 1) Increased operational focus suggests a need for year-end close solutions and time tracking to invoice,EDUPLAYTION AS,921181647,0.96,Brreg match (score=4.6). Valid orgnr.
Bergen Engines,159.5,Reach out now,switch accounting software (n/a) – (impact direction: 1) Legacy tool switch intent noted as companies seek more efficient solutions amidst operational changes.; peppol ehf enablement (n/a) – (impact direction: 1) Companies looking to integrate e-invoicing (EHF/Peppol) and payroll systems as they adapt to new operational realities.; tender accounting services (n/a) – (impact direction: 1) Tenders and RFPs for accounting and payroll services may arise from the need for external expertise in light of recent controversies.,BERGEN ENGINES AS ENGINES - BERGEN,971806648,0.96,Brreg match (score=6.75). Valid orgnr.
Bakkafrost,144.55,Reach out now,switch accounting software (n/a) – (impact direction: 1) Legacy tools like Fiken and Tripletex may face switch intent; vat registration mva (n/a) – (impact direction: 1) drive demand for accounting software and VAT/MVA registration services; tender accounting services (n/a) – (impact direction: 1) tenders/RFPs for accounting and payroll services may arise; layoffs downsizing (n/a) – (impact direction: -1) cut 140 jobs; regulatory action tax (n/a) – (impact direction: -1) new tax on Faroese salmon; bank integration setup (n/a) – (impact direction: 1) Potential for e-invoicing and payroll automation as companies seek efficiency; ecommerce launch migration (n/a) – (impact direction: 1) E-commerce launches/migrations could increase bookkeeping demands,LEHMANN AS A SERVICE AS,921340214,0.96,Brreg match (score=3.2). Valid orgnr.
Skiwo,142.06,Reach out now,tender accounting services (n/a) – (impact direction: 1) Public entities issuing tenders for background checks for the first time; tender accounting services (n/a) – (impact direction: 1) Contracts won by Skiwo's Manymore.com with Innovasjon Norge and Nordland fylkeskommune; funding (n/a) – (impact direction: 1) Skiwo Group reported over 90 million NOK in revenue in the first half of 2025; expansion (n/a) – (impact direction: 1) Stable and predictable workload from long-term contracts (2 years with options for extension); partnership contract win (n/a) – (impact direction: 1) Competitive advantage demonstrated by winning public tenders against established providers,SKIWO AS,916636660,0.96,Brreg match (score=4.25). Valid orgnr.
Grieg Seafood,139.56,Reach out now,switch accounting software (n/a) – (impact direction: 1) Potential switch intent from legacy accounting tools due to financial instability; tender accounting services (n/a) – (impact direction: 1) Increased scrutiny on financial health may prompt companies to seek better payroll and invoicing solutions; ecommerce launch migration (n/a) – (impact direction: 1) E-commerce launches/migrations in the seafood sector could imply a need for integrated accounting and bookkeeping solutions,GRIEG SEAFOOD ASA,946598038,0.96,Brreg match (score=6.4). Valid orgnr.
Z Event,139.56,Reach out now,"switch accounting software (n/a) – (impact direction: 1) Companies merging may seek to switch from legacy tools (e.g., Fiken, Tripletex) to more integrated solutions; tender accounting services (n/a) – (impact direction: 1) Potential for tenders/RFPs in accounting and payroll services as companies consolidate; ecommerce launch migration (n/a) – (impact direction: 1) Launch of Z Event Trondheim and upcoming Bergen location suggests a rise in invoicing and payroll needs",Z EVENT AS AVD TRONDHEIM,927663937,0.96,Brreg match (score=7.1). Valid orgnr.
Bergen Group,131.49,Reach out now,"switch accounting software (n/a) – (impact direction: 1) Companies in distress often seek new accounting solutions, highlighting switch intent from legacy tools or spreadsheets; tender accounting services (n/a) – (impact direction: 1) The mention of tenders and contracts in the offshore sector indicates potential opportunities for accounting and payroll services; hiring surge (n/a) – (impact direction: 1) Increased hiring (30 new employees planned) suggests growth",VERKSTEDSKLUBBEN BERGEN GROUP SERVICES,912288846,0.96,Brreg match (score=5.75). Valid orgnr.
Betsson,111.65,Reach out now,"switch accounting software (n/a) – (impact direction: 1) Potential switch intent from legacy tools; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting and payroll services are likely; outsourcing accounting (n/a) – (impact direction: 1) Signals of 'looking for an accountant' as companies face financial scrutiny; regulatory action tax (n/a) – (impact direction: -1) Negative risk events, such as Betsson's financial losses and regulatory actions",1.618 GROUP AS,916353790,0.96,Brreg match (score=3.55). Valid orgnr.
XXL,104.67,Reach out now,switch accounting software (n/a) – (impact direction: 1) Companies in financial distress often seek new accounting solutions; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting and payroll services may emerge as companies look to optimize costs; layoffs downsizing (n/a) – (impact direction: -1) Layoffs and bankruptcy risks in the retail sector could lead to increased demand for payroll and invoicing solutions; ecommerce launch migration (n/a) – (impact direction: 1) E-commerce launches and migrations are likely to increase bookkeeping loads,XXL ADVENTURE AS,984906749,0.96,Brreg match (score=5.25). Valid orgnr.
Kredin,90.27,Reach out now,switch accounting software (n/a) – (impact direction: 1) suggests a strong product-market fit and potential switch intent from legacy tools; funding (n/a) – (impact direction: 1) raised over 5 million NOK to enhance its invoice automation platform; expansion (Norway) – (impact direction: 1) Kredin aims to expand its market position in Norway,KREDIN AS,812413902,0.96,Brreg match (score=4.25). Valid orgnr.
Bergans,88.22,Reach out now,"switch accounting software (n/a) – (impact direction: 1) Potential switch intent from legacy tools (e.g., Fiken, Tripletex) as businesses reassess their financial software needs.; layoffs downsizing (n/a) – (impact direction: -1) Bergans is undergoing layoffs, indicating potential financial distress.; tender accounting services (n/a) – (impact direction: 1) Tenders/RFPs for accounting and payroll services may emerge as companies look to optimize costs.; outsourcing accounting (n/a) – (impact direction: 1) Signals of businesses looking for an accountant may increase as firms seek to navigate financial challenges.; profit warning (n/a) – (impact direction: -1) The company reported a significant loss of 200 million NOK, suggesting a need for improved financial management tools.; ecommerce launch migration (n/a) – (impact direction: 1) E-commerce launches/migrations may lead to increased bookkeeping load, necessitating better integrations and automation.",BERGANS ADVENTURES AS,999301703,0.96,Brreg match (score=5.6). Valid orgnr.
Mowi,47.85,Warm outreach,"tender accounting services (n/a) – (impact direction: 1) Companies like Mowi are involved in legal disputes regarding taxation, indicating a need for robust accounting and payroll solutions to navigate complex financial landscapes.",MOWI SAFETY SERVICES WINNESS,981395638,0.96,Brreg match (score=5.6). Valid orgnr.
Apply Sørco,35.69,Monitor,"switch accounting software (n/a) – (impact direction: 1) the trend of companies migrating from legacy tools (e.g., Fiken, Tripletex) to more integrated solutions is ongoing, signaling switch intent; layoffs downsizing (n/a) – (impact direction: -1) indicating potential financial strain and a need for improved financial management tools; ecommerce launch migration (n/a) – (impact direction: 1) E-commerce launches in related sectors may increase bookkeeping loads, necessitating robust accounting software; cost cutting (n/a) – (impact direction: -1) suggesting a focus on cost control and efficiency; hiring surge (n/a) – (impact direction: 1) Increased hiring in the past (up to 150 new hires) may lead to a greater demand for payroll and accounting solutions",LEDERNE APPLY SØRCO 61254,919273062,0.96,Brreg match (score=6.55). Valid orgnr.
Schibsted Media,-44.86,Monitor,layoffs downsizing (n/a) – (impact direction: -1) workforce reduction of approximately 350 positions,SCHIBSTED MEDIA AB,977552125,0.96,Brreg match (score=5.7). Valid orgnr.
Morrow,-44.86,Monitor,"layoffs downsizing (n/a) – (impact direction: -1) Morrow announces layoffs of up to 60 employees, indicating financial strain.",MORROW BANK ASA,998997801,0.96,Brreg match (score=5.25). Valid orgnr.
Morrow Energy,-48.25,Monitor,layoffs downsizing (n/a) – (impact direction: -1) Morrow Energy announced layoffs of up to 60 employees; profit warning (n/a) – (impact direction: -1) Morrow reported a loss of 333 million NOK last year; funding (n/a) – (impact direction: 1) Increased funding of 560 million NOK from owners may lead to expansion,MORROW BANK ASA,998997801,0.96,Brreg match (score=3.65). Valid orgnr.
Talgø Møretre,-67.03,Monitor,regulatory action tax (n/a) – (impact direction: -1) The state claims Talgø did not conduct necessary fire tests; regulatory action tax (n/a) – (impact direction: -1) The case highlights complexities in compliance with fire safety regulations for building materials,TALGØ MØRETRE AS,978706843,0.96,Brreg match (score=5.85). Valid orgnr.
Eiendomsfirma,-80.75,Monitor,bankruptcy insolvency (Nodeland) – (impact direction: -1) Eiendomsfirma in Nodeland declared bankruptcy with 1.2 million in debt,EIENDOMSFIRMA AWH DA,893095772,0.96,Brreg match (score=5.25). Valid orgnr.
Freyr,-90.72,Monitor,"profit warning (n/a) – (impact direction: -1) Freyr reported a loss of 941 million NOK in Q3, reflecting ongoing financial difficulties.; regulatory action tax (n/a) – (impact direction: -1) Increased competition and regulatory pressures may impact the Norwegian battery industry.; profit warning (n/a) – (impact direction: -1) Morrow reported a loss of 333 million NOK last year, raising 560 million NOK from owners.",FREYR BATTERY FINLAND OY,933030873,0.96,Brreg match (score=5.6). Valid orgnr.
Bourbon Offshore,-92.21,Monitor,switch accounting software (n/a) – (impact direction: -1) increasing the likelihood of seeking new accounting software; vat registration mva (n/a) – (impact direction: 0) increased scrutiny on financial practices due to layoffs may lead to demand for VAT/MVA registration; layoffs downsizing (n/a) – (impact direction: -1) 120 Scandinavian seafarers laid off at Bourbon Offshore; tender accounting services (n/a) – (impact direction: 0) Potential for tenders/RFPs in accounting and payroll services,BOURBON OFFSHORE GAIA,927378698,0.96,Brreg match (score=6.4). Valid orgnr.
Volvo,-133.51,Monitor,legal adverse (n/a) – (impact direction: -1) Group lawsuit filed in the USA against Volvo for acceleration issues in a specific car model; legal adverse (Norway) – (impact direction: -1) Model involved in a fatal accident in Norway in September 2024; legal adverse (n/a) – (impact direction: -1) Reports indicate multiple incidents related to the same vehicle model in Norway; legal adverse (n/a) – (impact direction: -1) Concerns raised about moisture-related issues leading to unintended acceleration,VOLVO CAR CLUB NORWAY,995082659,0.96,Brreg match (score=5.95). Valid orgnr.
